tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2005-W-T2-FRA-01A-2005,Paris,Carpet,28,T2,2005-02-07T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,2,4336,200770,,WC,Stephanie Cohen Aloro,R,175,FRA,,94,383,6-3 6-2,3,R16
2005-W-T2-UAE-01A-2005,Dubai,Hard,28,T2,2005-02-28T00:00:00.000,020,200033,2,,Serena Williams,R,175,USA,,4,4389,200764,,,Elena Bovina,R,189,RUS,,15,1507,1-6 6-1 6-4,3,R16
2005-W-T2-UAE-01A-2005,Dubai,Hard,28,T2,2005-02-28T00:00:00.000,026,201347,,,Jelena Jankovic,R,177,SRB,,28,1028,200033,2,,Serena Williams,R,175,USA,,4,4389,6-0 4-3 RET,3,SF
2005-W-T2-UAE-01A-2005,Dubai,Hard,28,T2,2005-02-28T00:00:00.000,024,200033,2,,Serena Williams,R,175,USA,,4,4389,201290,,,Daniela Hantuchova,R,181,SVK,,22,1119,6-4 6-3,3,QF
2005-W-T1-USA-02A-2005,Miami,Hard,96,T1,2005-03-23T00:00:00.000,056,200033,3,,Serena Williams,R,175,USA,,4,4535,201371,,,Vera Dushevina,R,180,RUS,,42,742,6-3 6-0,3,R64
2005-W-T1-USA-02A-2005,Miami,Hard,96,T1,2005-03-23T00:00:00.000,086,200033,3,,Serena Williams,R,175,USA,,4,4535,200048,15,,Elena Likhovtseva,R,,RUS,,17,1342,6-4 1-6 6-4,3,R16
2005-W-T1-USA-02A-2005,Miami,Hard,96,T1,2005-03-23T00:00:00.000,076,200033,3,,Serena Williams,R,175,USA,,4,4535,201424,,Q,Shahar Peer,R,170,ISR,,135,266,6-3 6-3,3,R32
2005-W-T1-USA-02A-2005,Miami,Hard,96,T1,2005-03-23T00:00:00.000,091,200748,8,,Venus Williams,R,185,USA,,9,2520,200033,3,,Serena Williams,R,175,USA,,4,4535,6-1 7-6(8),3,QF
2005-W-T2-USA-01A-2005,Amelia Island,Clay,56,T2,2005-04-04T00:00:00.000,052,200700,12,,Silvia Farina Elia,R,,ITA,,24,1137,200033,2,,Serena Williams,R,175,USA,,4,4223,5-7 7-6(7) RET,3,QF
2005-W-T2-USA-01A-2005,Amelia Island,Clay,56,T2,2005-04-04T00:00:00.000,048,200033,2,,Serena Williams,R,175,USA,,4,4223,200096,14,,Mary Pierce,R,178,FRA,,27,1060,7-6(5) 6-4,3,R16
2005-W-T2-USA-01A-2005,Amelia Island,Clay,56,T2,2005-04-04T00:00:00.000,040,200033,2,,Serena Williams,R,175,USA,,4,4223,200720,,,Dally Randriantefy,R,,MAD,,45,711,6-3 6-1,3,R32
2005-W-T1-ITA-01A-2005,Rome,Clay,56,T1,2005-05-09T00:00:00.000,036,201212,,,Francesca Schiavone,R,166,ITA,,26,1129,200033,3,,Serena Williams,R,175,USA,,4,4174,7-6(2) 6-1,3,R32
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,2005-06-20T00:00:00.000,108,200754,,,Jill Craybas,R,160,USA,,85,421,200033,4,,Serena Williams,R,175,USA,,4,3781,6-3 7-6(4),3,R32
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,2005-06-20T00:00:00.000,048,200033,4,,Serena Williams,R,175,USA,,4,3781,201376,,,Angela Haynes,L,,USA,,104,353,6-7(12) 6-4 6-2,3,R128
2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,G,2005-06-20T00:00:00.000,088,200033,4,,Serena Williams,R,175,USA,,4,3781,201379,,Q,Mara Santangelo,R,181,ITA,,124,302,2-6 6-3 6-2,3,R64
2005-W-T1-CAN-01A-2005,Canadian Open,Hard,56,T1,2005-08-15T00:00:00.000,029,200033,5,,Serena Williams,R,175,USA,,7,2799,200770,,LL,Stephanie Cohen Aloro,R,175,FRA,,92,381,3-6 6-4 6-2,3,R32
2005-W-T1-CAN-01A-2005,Canadian Open,Hard,56,T1,2005-08-15T00:00:00.000,043,201355,14,,Flavia Pennetta,R,172,ITA,,30,942,200033,5,,Serena Williams,R,175,USA,,7,2799,W/O,3,R16
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,2005-08-29T00:00:00.000,080,200033,8,,Serena Williams,R,175,USA,,8,2845,201293,,,Catalina Castano,R,171,COL,,69,513,6-2 6-2,3,R64
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,2005-08-29T00:00:00.000,116,200748,10,,Venus Williams,R,185,USA,,10,2658,200033,8,,Serena Williams,R,175,USA,,8,2845,7-6(5) 6-2,3,R16
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,2005-08-29T00:00:00.000,104,200033,8,,Serena Williams,R,175,USA,,8,2845,201212,25,,Francesca Schiavone,R,166,ITA,,26,1060,6-3 6-4,3,R32
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,2005-08-29T00:00:00.000,032,200033,8,,Serena Williams,R,175,USA,,8,2845,201442,,Q,Yung Jan Chan,R,170,TPE,,261,108,6-1 6-3,3,R128
2005-W-T2-CHN-01A-2005,Beijing,Hard,28,T2,2005-09-19T00:00:00.000,015,201381,,WC,Tian Tian Sun,R,,CHN,,127,277,200033,4,,Serena Williams,R,175,USA,,9,2705,6-2 7-6(7),3,R16
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,2006-01-16T00:00:00.000,076,200033,13,,Serena Williams,R,175,USA,,15,1175,201301,,,Camille Pin,U,162,FRA,,130,203,6-3 6-1,3,R64
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,2006-01-16T00:00:00.000,102,201290,17,,Daniela Hantuchova,R,181,SVK,,17,1081,200033,13,,Serena Williams,R,175,USA,,15,1175,6-1 7-6(5),3,R32
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,G,2006-01-16T00:00:00.000,024,200033,13,,Serena Williams,R,175,USA,,15,1175,201419,,,Na Li,R,172,CHN,,52,439,6-3 6-7(1) 6-2,3,R128
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,T3,2006-07-17T00:00:00.000,028,200033,,,Serena Williams,R,175,USA,,139,201,200041,,,Amy Frazier,R,,USA,,56,412,6-2 6-2,3,QF
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,T3,2006-07-17T00:00:00.000,024,200033,,,Serena Williams,R,175,USA,,139,201,201318,,,Bethanie Mattek Sands,R,168,USA,,105,263,6-3 6-1,3,R16
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,T3,2006-07-17T00:00:00.000,030,201329,,,Vera Zvonareva,R,172,RUS,,50,434,200033,,,Serena Williams,R,175,USA,,139,201,6-2 6-3,3,SF
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,T3,2006-07-17T00:00:00.000,016,200033,,,Serena Williams,R,175,USA,,139,201,200772,2,,Anastasia Myskina,R,174,RUS,,11,1575,6-2 6-2,3,R32
2006-W-T2-USA-03A-2006,Los Angeles,Hard,56,T2,2006-08-07T00:00:00.000,038,200033,,WC,Serena Williams,R,175,USA,,110,256,201315,,,Ashley Harkleroad,R,,USA,,102,264,6-3 6-2,3,R32
2006-W-T2-USA-03A-2006,Los Angeles,Hard,56,T2,2006-08-07T00:00:00.000,047,200033,,WC,Serena Williams,R,175,USA,,110,256,201290,7,,Daniela Hantuchova,R,181,SVK,,17,1053,1-6 6-3 6-3,3,R16
2006-W-T2-USA-03A-2006,Los Angeles,Hard,56,T2,2006-08-07T00:00:00.000,021,200033,,WC,Serena Williams,R,175,USA,,110,256,201373,11,,Maria Kirilenko,R,173,RUS,,21,805,6-2 6-1,3,R64
2006-W-T2-USA-03A-2006,Los Angeles,Hard,56,T2,2006-08-07T00:00:00.000,054,201347,16,,Jelena Jankovic,R,177,SRB,,28,672,200033,,WC,Serena Williams,R,175,USA,,110,256,6-4 6-3,3,SF
2006-W-T2-USA-03A-2006,Los Angeles,Hard,56,T2,2006-08-07T00:00:00.000,052,200033,,WC,Serena Williams,R,175,USA,,110,256,200046,,,Meghann Shaughnessy,R,,USA,,77,334,6-7(4) 6-1 6-4,3,QF
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,2006-08-28T00:00:00.000,098,200033,,WC,Serena Williams,R,175,USA,,91,302,201421,16,,Ana Ivanovic,R,183,SRB,,17,1173,6-2 6-4,3,R32
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,2006-08-28T00:00:00.000,113,200065,1,,Amelie Mauresmo,R,175,FRA,,1,3470,200033,,WC,Serena Williams,R,175,USA,,91,302,6-4 0-6 6-2,3,R16
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,2006-08-28T00:00:00.000,006,200033,,WC,Serena Williams,R,175,USA,,91,302,201452,,,Lourdes Dominguez Lino,R,163,ESP,,41,506,6-1 6-2,3,R128
2006-W-SL-USA-01A-2006,US Open,Hard,128,G,2006-08-28T00:00:00.000,067,200033,,WC,Serena Williams,R,175,USA,,91,302,201290,17,,Daniela Hantuchova,R,181,SVK,,18,934,7-5 6-3,3,R64
2007-W-T4-AUS-01A-2007,Hobart,Hard,32,T4,2007-01-08T00:00:00.000,023,200033,,,Serena Williams,R,175,USA,,94,301,201425,,,Lucie Safarova,L,177,CZE,,74,356,6-3 3-6 7-6(5),3,R16
2007-W-T4-AUS-01A-2007,Hobart,Hard,32,T4,2007-01-08T00:00:00.000,028,201446,,,Sybille Bammer,L,174,AUT,,56,415,200033,,,Serena Williams,R,175,USA,,94,301,3-6 7-5 6-3,3,QF
2007-W-T4-AUS-01A-2007,Hobart,Hard,32,T4,2007-01-08T00:00:00.000,014,200033,,,Serena Williams,R,175,USA,,94,301,201387,,,Sofia Arvidsson,R,176,SWE,,60,395,6-4 6-0,3,R32
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,117,200033,,,Serena Williams,R,175,USA,,81,331,201347,11,,Jelena Jankovic,R,177,SRB,,11,1456,6-3 6-2,3,R16
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,123,200033,,,Serena Williams,R,175,USA,,81,331,201424,16,,Shahar Peer,R,170,ISR,,17,961,3-6 6-2 8-6,3,QF
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,036,200033,,,Serena Williams,R,175,USA,,81,331,201379,27,,Mara Santangelo,R,181,ITA,,32,583,6-2 6-1,3,R128
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,127,200033,,,Serena Williams,R,175,USA,,81,331,201345,1,,Maria Sharapova,R,,RUS,,2,3532,6-1 6-2,3,F
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,082,200033,,,Serena Williams,R,175,USA,,81,331,200124,,Q,Anne Kremer,R,,LUX,,159,174,7-6(4) 6-2,3,R64
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,126,200033,,,Serena Williams,R,175,USA,,81,331,201400,10,,Nicole Vaidisova,R,181,CZE,,12,1428,7-6(5) 6-4,3,SF
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,2007-01-15T00:00:00.000,105,200033,,,Serena Williams,R,175,USA,,81,331,200069,5,,Nadia Petrova,R,178,RUS,,6,2141,1-6 7-5 6-3,3,R32
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,093,200033,13,,Serena Williams,R,175,USA,,18,1269,201424,14,,Shahar Peer,R,170,ISR,,16,1284,7-6(4) 6-1,3,SF
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,081,200033,13,,Serena Williams,R,175,USA,,18,1269,201345,1,,Maria Sharapova,R,,RUS,,2,3564,6-1 6-1,3,R16
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,089,200033,13,,Serena Williams,R,175,USA,,18,1269,201400,8,,Nicole Vaidisova,R,181,CZE,,8,1856,6-1 6-4,3,QF
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,066,200033,13,,Serena Williams,R,175,USA,,18,1269,201425,23,,Lucie Safarova,L,177,CZE,,26,791,6-3 6-4,3,R32
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,095,200033,13,,Serena Williams,R,175,USA,,18,1269,200003,2,,Justine Henin,R,167,BEL,,1,3645,0-6 7-5 6-3,3,F
2007-W-T1-USA-02A-2007,Miami,Hard,96,T1,2007-03-19T00:00:00.000,036,200033,13,,Serena Williams,R,175,USA,,18,1269,201370,,Q,Anastasia Rodionova,R,167,AUS,,82,335,6-3 6-3,3,R64
2007-W-T1-USA-03A-2007,Charleston,Clay,56,T1,2007-04-09T00:00:00.000,036,201442,,Q,Yung Jan Chan,R,170,TPE,,92,317,200033,3,,Serena Williams,R,175,USA,,11,1769,5-3 RET,3,R32
2007-D001,Fed Cup WG R1: USA vs BEL,Hard,4,D,2007-04-21T00:00:00.000,2,200033,,,Serena Williams,R,175,USA,,12,1770,202340,,,Caroline Maes,R,,BEL,,227,116,6-1 6-4,3,RR
2007-W-T1-ITA-01A-2007,Rome,Clay,56,T1,2007-05-14T00:00:00.000,049,200067,14,,Patty Schnyder,L,168,SUI,,17,1372,200033,8,,Serena Williams,R,175,USA,,11,1770,6-3 2-6 7-6(5),3,QF
2007-W-T1-ITA-01A-2007,Rome,Clay,56,T1,2007-05-14T00:00:00.000,042,200033,8,,Serena Williams,R,175,USA,,11,1770,201424,11,,Shahar Peer,R,170,ISR,,15,1448,6-3 6-3,3,R16
2007-W-T1-ITA-01A-2007,Rome,Clay,56,T1,2007-05-14T00:00:00.000,028,200033,8,,Serena Williams,R,175,USA,,11,1770,201414,,LL,Michaella Krajicek,R,177,NED,,39,570,6-4 6-1,3,R32
2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-28T00:00:00.000,100,200033,8,,Serena Williams,R,175,USA,,8,1880,201414,,,Michaella Krajicek,R,177,NED,,40,550,6-3 6-4,3,R32
2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-28T00:00:00.000,121,200003,1,,Justine Henin,R,167,BEL,,1,4119,200033,8,,Serena Williams,R,175,USA,,8,1880,6-4 6-3,3,QF
2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-28T00:00:00.000,072,200033,8,,Serena Williams,R,175,USA,,8,1880,201328,,,Milagros Sequera,R,,VEN,,69,408,6-0 7-6(3),3,R64
2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-28T00:00:00.000,016,200033,8,,Serena Williams,R,175,USA,,8,1880,201450,,,Tsvetana Pironkova,R,180,BUL,,91,325,5-7 6-1 6-1,3,R128
2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-28T00:00:00.000,114,200033,8,,Serena Williams,R,175,USA,,8,1880,201336,10,,Dinara Safina,R,182,RUS,,11,1798,6-2 6-3,3,R16
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,2007-06-25T00:00:00.000,100,200033,7,,Serena Williams,R,175,USA,,8,2130,201328,,,Milagros Sequera,R,,VEN,,56,462,6-1 6-0,3,R32
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,2007-06-25T00:00:00.000,121,200003,1,,Justine Henin,R,167,BEL,,1,4499,200033,7,,Serena Williams,R,175,USA,,8,2130,6-4 3-6 6-3,3,QF
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,2007-06-25T00:00:00.000,016,200033,7,,Serena Williams,R,175,USA,,8,2130,201452,,,Lourdes Dominguez Lino,R,163,ESP,,57,461,7-5 6-0,3,R128
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,2007-06-25T00:00:00.000,114,200033,7,,Serena Williams,R,175,USA,,8,2130,201290,10,,Daniela Hantuchova,R,181,SVK,,12,1813,6-2 6-7(2) 6-2,3,R16
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,2007-06-25T00:00:00.000,072,200033,7,,Serena Williams,R,175,USA,,8,2130,200008,,,Alicia Molik,R,182,AUS,,75,401,7-6(4) 6-3,3,R64
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,2007-08-27T00:00:00.000,016,200033,8,,Serena Williams,R,175,USA,,9,2237,201493,,,Angelique Kerber,L,173,GER,,67,432,6-3 7-5,3,R128
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,2007-08-27T00:00:00.000,072,200033,8,,Serena Williams,R,175,USA,,9,2237,201308,,,Maria Elena Camerin,R,164,ITA,,76,402,7-5 6-2,3,R64
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,2007-08-27T00:00:00.000,121,200003,1,,Justine Henin,R,167,BEL,,1,4692,200033,8,,Serena Williams,R,175,USA,,9,2237,7-6(3) 6-1,3,QF
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,2007-08-27T00:00:00.000,100,200033,8,,Serena Williams,R,175,USA,,9,2237,201329,27,,Vera Zvonareva,R,172,RUS,,28,903,6-4 7-6(4),3,R32
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,2007-08-27T00:00:00.000,114,200033,8,,Serena Williams,R,175,USA,,9,2237,201294,10,,Marion Bartoli,R,170,FRA,,10,1989,6-3 6-4,3,R16
2007-W-T2-GER-01A-2007,Stuttgart,Hard,28,T2,2007-10-01T00:00:00.000,019,200033,6,,Serena Williams,R,175,USA,,7,2391,201360,,Q,Julia Vakulenko,R,183,UKR,,41,685,7-5 6-2,3,R16
2007-W-T2-GER-01A-2007,Stuttgart,Hard,28,T2,2007-10-01T00:00:00.000,010,200033,6,,Serena Williams,R,175,USA,,7,2391,201334,,LL,Zuzana Ondraskova,R,,CZE,,140,251,6-0 6-0,3,R32
2007-W-T2-GER-01A-2007,Stuttgart,Hard,28,T2,2007-10-01T00:00:00.000,024,201320,2,,Svetlana Kuznetsova,R,174,RUS,,2,3609,200033,6,,Serena Williams,R,175,USA,,7,2391,6-3 6-3,3,QF
2007-W-T1-RUS-01A-2007,Moscow,Hard,28,T1,2007-10-08T00:00:00.000,022,200033,4,,Serena Williams,R,175,USA,,7,2466,201400,8,,Nicole Vaidisova,R,181,CZE,,13,1735,6-4 7-6(7),3,QF
2007-W-T1-RUS-01A-2007,Moscow,Hard,28,T1,2007-10-08T00:00:00.000,027,200108,,,Elena Dementieva,R,180,RUS,,14,1727,200033,4,,Serena Williams,R,175,USA,,7,2466,5-7 6-1 6-1,3,F
2007-W-T1-RUS-01A-2007,Moscow,Hard,28,T1,2007-10-08T00:00:00.000,025,200033,4,,Serena Williams,R,175,USA,,7,2466,201320,1,,Svetlana Kuznetsova,R,174,RUS,,2,3650,7-6(2) 6-1,3,SF
2007-W-T1-RUS-01A-2007,Moscow,Hard,28,T1,2007-10-08T00:00:00.000,015,200033,4,,Serena Williams,R,175,USA,,7,2466,201309,,Q,Tatiana Perebiynis,R,,UKR,,130,277,7-5 6-4,3,R16
2007-W-T1-SUI-01A-2007,Zurich,Hard,28,T1,2007-10-15T00:00:00.000,010,200067,,,Patty Schnyder,L,168,SUI,,17,1679,200033,6,,Serena Williams,R,175,USA,,6,2766,6-0 3-0 RET,3,R32
2007-W-WT-ESP-01A-2007,WTA Tour Championships,Hard,4,W,2007-11-05T00:00:00.000,6,201403,7,,Anna Chakvetadze,R,170,RUS,,7,2660,200033,5,,Serena Williams,R,175,USA,,5,2767,6-4 RET,3,RR
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,2008-01-14T00:00:00.000,104,200033,7,,Serena Williams,R,175,USA,,7,2772,201458,26,,Victoria Azarenka,R,180,BLR,,25,1026,6-3 6-4,3,R32
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,2008-01-14T00:00:00.000,032,200033,7,,Serena Williams,R,175,USA,,7,2772,201457,,WC,Jarmila Gajdosova,R,174,AUS,,145,243,6-3 6-3,3,R128
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,2008-01-14T00:00:00.000,122,201347,3,,Jelena Jankovic,R,177,SRB,,4,3390,200033,7,,Serena Williams,R,175,USA,,7,2772,6-3 6-4,3,QF
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,2008-01-14T00:00:00.000,116,200033,7,,Serena Williams,R,175,USA,,7,2772,201400,12,,Nicole Vaidisova,R,181,CZE,,12,1977,6-3 6-4,3,R16
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,2008-01-14T00:00:00.000,080,200033,7,,Serena Williams,R,175,USA,,7,2772,201460,,Q,Meng Yuan,U,,CHN,,121,291,6-3 6-1,3,R64
2008-W-T2-IND-01A-2008,Bangalore,Hard,28,T2,2008-03-03T00:00:00.000,027,200033,3,,Serena Williams,R,175,USA,,11,2022,200067,4,,Patty Schnyder,L,168,SUI,,12,1721,7-5 6-3,3,F
2008-W-T2-IND-01A-2008,Bangalore,Hard,28,T2,2008-03-03T00:00:00.000,023,200033,3,,Serena Williams,R,175,USA,,11,2022,201370,,,Anastasia Rodionova,R,167,AUS,,86,379,6-1 6-4,3,QF
2008-W-T2-IND-01A-2008,Bangalore,Hard,28,T2,2008-03-03T00:00:00.000,026,200033,3,,Serena Williams,R,175,USA,,11,2022,200748,2,,Venus Williams,R,185,USA,,7,2646,6-3 3-6 7-6(4),3,SF
2008-W-T2-IND-01A-2008,Bangalore,Hard,28,T2,2008-03-03T00:00:00.000,018,200033,3,,Serena Williams,R,175,USA,,11,2022,200014,,,Tzipi Obziler,R,,ISR,,117,307,7-5 6-0,3,R16
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,082,200033,8,,Serena Williams,R,175,USA,,8,2297,201466,,,Kaia Kanepi,R,181,EST,,61,513,6-3 6-3,3,R16
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,068,200033,8,,Serena Williams,R,175,USA,,8,2297,201355,27,,Flavia Pennetta,R,172,ITA,,28,955,6-7(6) 6-3 6-2,3,R32
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,040,200033,8,,Serena Williams,R,175,USA,,8,2297,201365,,,Edina Gallovits Hall,R,165,ROU,,62,507,6-1 6-2,3,R64
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,095,200033,8,,Serena Williams,R,175,USA,,8,2297,201347,4,,Jelena Jankovic,R,177,SRB,,3,3790,6-1 5-7 6-3,3,F
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,089,200033,8,,Serena Williams,R,175,USA,,8,2297,200003,1,,Justine Henin,R,167,BEL,,1,6330,6-2 6-0,3,QF
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,2008-03-24T00:00:00.000,093,200033,8,,Serena Williams,R,175,USA,,8,2297,201320,3,,Svetlana Kuznetsova,R,174,RUS,,4,3750,3-6 7-5 6-3,3,SF
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,2008-04-14T00:00:00.000,055,200033,5,,Serena Williams,R,175,USA,,9,2296,201329,9,,Vera Zvonareva,R,172,RUS,,17,1327,6-4 3-6 6-3,3,F
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,2008-04-14T00:00:00.000,054,200033,5,,Serena Williams,R,175,USA,,9,2296,201427,,,Alize Cornet,R,173,FRA,,40,708,7-5 6-3,3,SF
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,2008-04-14T00:00:00.000,052,200033,5,,Serena Williams,R,175,USA,,9,2296,201345,2,,Maria Sharapova,R,,RUS,,4,3876,7-5 4-6 6-1,3,QF
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,2008-04-14T00:00:00.000,037,200033,5,,Serena Williams,R,175,USA,,9,2296,201363,,,Gisela Dulko,R,170,ARG,,48,603,6-3 6-4,3,R32
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,2008-04-14T00:00:00.000,047,200033,5,,Serena Williams,R,175,USA,,9,2296,200011,12,,Katarina Srebotnik,R,180,SLO,,31,916,4-6 6-4 6-3,3,R16
2008-W-T1-GER-01A-2008,Berlin,Clay,56,T1,2008-05-05T00:00:00.000,028,200033,5,,Serena Williams,R,175,USA,,6,2726,201212,,,Francesca Schiavone,R,166,ITA,,20,1166,6-2 6-3,3,R32
2008-W-T1-GER-01A-2008,Berlin,Clay,56,T1,2008-05-05T00:00:00.000,049,201336,13,,Dinara Safina,R,182,RUS,,17,1412,200033,5,,Serena Williams,R,175,USA,,6,2726,2-6 6-1 7-6(5),3,QF
2008-W-T1-GER-01A-2008,Berlin,Clay,56,T1,2008-05-05T00:00:00.000,042,200033,5,,Serena Williams,R,175,USA,,6,2726,201474,11,,Agnieszka Radwanska,R,170,POL,,15,1483,6-3 6-1,3,R16
2008-W-T1-ITA-01A-2008,Rome,Clay,56,T1,2008-05-12T00:00:00.000,032,200033,5,,Serena Williams,R,175,USA,,6,2836,201416,,,Alona Bondarenko,R,168,UKR,,24,1101,6-2 6-0,3,R32
2008-W-T1-ITA-01A-2008,Rome,Clay,56,T1,2008-05-12T00:00:00.000,044,200033,5,,Serena Williams,R,175,USA,,6,2836,201506,,WC,Sara Errani,R,164,ITA,,60,487,6-4 6-3,3,R16
2008-W-T1-ITA-01A-2008,Rome,Clay,56,T1,2008-05-12T00:00:00.000,050,201427,,Q,Alize Cornet,R,173,FRA,,34,875,200033,5,,Serena Williams,R,175,USA,,6,2836,W/O,3,QF
2008-W-SL-FRA-01A-2008,French Open,Clay,128,G,2008-05-26T00:00:00.000,089,200033,5,,Serena Williams,R,175,USA,,5,2836,201428,,WC,Mathilde Johansson,R,173,FRA,,129,277,6-2 7-5,3,R64
2008-W-SL-FRA-01A-2008,French Open,Clay,128,G,2008-05-26T00:00:00.000,109,200011,27,,Katarina Srebotnik,R,180,SLO,,24,1060,200033,5,,Serena Williams,R,175,USA,,5,2836,6-4 6-4,3,R32
2008-W-SL-FRA-01A-2008,French Open,Clay,128,G,2008-05-26T00:00:00.000,049,200033,5,,Serena Williams,R,175,USA,,5,2836,201315,,,Ashley Harkleroad,R,,USA,,61,495,6-2 6-1,3,R128
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,116,200033,6,,Serena Williams,R,175,USA,,6,2676,201318,,,Bethanie Mattek Sands,R,168,USA,,69,474,6-3 6-3,3,R16
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,080,200033,6,,Serena Williams,R,175,USA,,6,2676,201524,,WC,Urszula Radwanska,R,177,POL,,190,155,6-4 6-4,3,R64
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,104,200033,6,,Serena Williams,R,175,USA,,6,2676,200065,29,,Amelie Mauresmo,R,175,FRA,,33,832,7-6(5) 6-1,3,R32
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,127,200748,7,,Venus Williams,R,185,USA,,7,2606,200033,6,,Serena Williams,R,175,USA,,6,2676,7-5 6-4,3,F
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,122,200033,6,,Serena Williams,R,175,USA,,6,2676,201474,14,,Agnieszka Radwanska,R,170,POL,,11,2011,6-4 6-0,3,QF
